,ObsNum,xvs,LABEGRD_ID,UTMX,UTMY,DistRoad,DistTrail,DistRoadTrail,VETH,THIS,NET,MINT,Train,PercentSlope,DegreeDays,Aspect,EvapoTransAve,EvapoTransDiff,MoistIndexAve,MoistIndexDiff,PrecipAve,PrecipDiff,RelHumidAve,RelHumidDiff,PotGlobRadAve,PotGlobRadDiff,AveTempAve,AveTempDiff,DayTempAve,DayTempDiff,MaxTempAve,MaxTempDiff,MinTempAve,MinTempDiff,VapPressDefAve,VapPressDefDiff,SatVapPressAve,SatVapPressDiff,AmbVapPressAve,AmbVapPressDiff,KBvege,Weed,Elevation,TransAspect
768,7719,1,336963,624988,4632335,63,522,63,0,0,1,0,1,2.01,32930,341.56,0.912007169,0.683576549,-18.66550179,-23.54916795,9.229390681,-2.643522785,17.06084229,-1.631330005,606.481362,264.7344598,28.75573477,18.54477087,34.17580645,19.521915,54.3625448,23.10698925,3.138082437,13.97124296,23.1281362,10.58448541,45.79973118,17.42424475,22.67159498,6.839759345,99,1,4057,0.025672308
769,7733,1,337088,628738,4632335,18,630,18,0,0,0,0,1,0.96,32839,350.53,0.912007169,0.683576549,-18.67320789,-23.53812724,9.221684588,-2.632482079,17.04489247,-1.617889145,613.7956093,262.9075717,28.67150538,18.54778546,34.08611111,19.51946365,54.29184588,23.09916155,3.026702509,13.98807604,23.09802867,10.56022145,45.71532258,17.39722222,22.61729391,6.837000768,4,0,4081,0.006814066
770,7734,1,337089,628768,4632335,14,649,14,0,0,0,0,1,0.96,32839,350.53,0.912007169,0.683576549,-18.67320789,-23.53812724,9.221684588,-2.632482079,17.04489247,-1.617889145,613.7956093,262.9075717,28.67150538,18.54778546,34.08611111,19.51946365,54.29184588,23.09916155,3.026702509,13.98807604,23.09802867,10.56022145,45.71532258,17.39722222,22.61729391,6.837000768,4,0,4082,0.006814066
771,7744,1,337512,623128,4632365,260,1559,260,1,0,0,0,1,1.24,32870,50.19,0.912007169,0.683576549,-18.38897849,-23.71449053,9.505913979,-2.808845366,17.09650538,-1.628859447,614.9394265,262.5448733,28.6983871,18.51208397,34.09390681,19.48098438,54.22903226,23.07451997,3.146146953,13.94658218,23.03530466,10.53559908,45.70698925,17.36709549,22.67168459,6.831496416,4,1,4075,0.179878104
772,7749,1,337574,624988,4632365,41,499,41,0,0,1,0,1,2.66,33034,342.64,0.912007169,0.683576549,-18.85268817,-23.43347414,9.042204301,-2.527828981,17.04740143,-1.628929852,601.55,265.9231375,28.82383513,18.55548515,34.2546595,19.52994112,54.47141577,23.1203725,3.168100358,13.9766001,23.18521505,10.60643881,45.87320789,17.45424347,22.68799283,6.84780466,99,1,4055,0.022775582
773,7756,1,337601,625798,4632365,14,555,14,0,0,0,0,1,0.81,32961,29.05,0.914784946,0.686354327,-18.85170251,-23.5608807,9.126523298,-2.571902202,17.05286738,-1.623175883,615.5885305,262.4138377,28.77213262,18.54726063,34.1921147,19.51893881,54.39793907,23.11772273,3.127329749,13.97930748,23.13888889,10.58448541,45.81057348,17.4297107,22.67168459,6.845225294,4,0,4065,0.062901849
774,7763,1,337698,628708,4632365,7,588,7,0,0,0,0,1,2.02,32930,11.3,0.912007169,0.683576549,-18.84139785,-23.43616231,9.053494624,-2.530517153,17.03664875,-1.623086278,605.9573477,264.9223374,28.73136201,18.56416411,34.16218638,19.53306452,54.39247312,23.12896185,3.062096774,13.99074501,23.14964158,10.58699437,45.79417563,17.42704173,22.64453405,6.840047363,4,0,4078,0.00969267
775,7764,1,337699,628738,4632365,12,607,12,0,0,0,0,1,1.75,32870,354.8,0.912007169,0.683576549,-18.74641577,-23.49674219,9.148476703,-2.59109703,17.04471326,-1.628641833,607.7643369,264.4728175,28.69874552,18.55602919,34.12141577,19.53039555,54.33261649,23.11258321,3.048476703,13.99085382,23.12249104,10.58719278,45.75340502,17.42437276,22.63091398,6.83717998,4,0,4080,0.002057806
776,7771,1,338118,622978,4632395,108,1696,108,1,0,1,0,1,1.15,32839,344.05,0.912007169,0.683576549,-18.34560932,-23.74194828,9.549283154,-2.836303123,17.0937276,-1.631637225,612.5266129,263.1639081,28.67132617,18.51477215,34.08037634,19.48089478,54.19919355,23.07443036,3.140681004,13.94649258,23.02992832,10.53022273,45.69883513,17.35894137,22.66890681,6.828718638,4,1,4079,0.01924908
777,7772,1,338119,623008,4632395,137,1672,137,1,0,0,0,1,1.15,32839,344.05,0.912007169,0.683576549,-18.34560932,-23.74194828,9.549283154,-2.836303123,17.0937276,-1.631637225,612.5266129,263.1639081,28.67132617,18.51477215,34.08037634,19.48089478,54.19919355,23.07443036,3.140681004,13.94649258,23.02992832,10.53022273,45.69883513,17.35894137,22.66890681,6.828718638,4,1,4079,0.01924908
778,7775,1,338124,623158,4632395,284,1555,284,1,0,0,0,1,1.35,32870,69.44,0.917473118,0.689042499,-18.65869176,-23.82057732,9.402867384,-2.748265489,17.07732975,-1.623374296,617.2758065,261.8824181,28.72849462,18.52290707,34.14301075,19.5000512,54.29175627,23.08523426,3.162455197,13.95751408,23.08458781,10.56022145,45.76433692,17.39978239,22.6797491,6.839560932,4,1,4063,0.324405955
779,7776,1,338125,623188,4632395,314,1533,314,1,0,1,0,1,1.35,32870,69.44,0.917473118,0.689042499,-18.65869176,-23.82057732,9.402867384,-2.748265489,17.07732975,-1.623374296,617.2758065,261.8824181,28.72849462,18.52290707,34.14301075,19.5000512,54.29175627,23.08523426,3.162455197,13.95751408,23.08458781,10.56022145,45.76433692,17.39978239,22.6797491,6.839560932,4,1,4053,0.324405955
780,7777,1,338126,623218,4632395,343,1510,343,1,0,0,0,1,1.35,32870,69.44,0.917473118,0.689042499,-18.65869176,-23.82057732,9.402867384,-2.748265489,17.07732975,-1.623374296,617.2758065,261.8824181,28.72849462,18.52290707,34.14301075,19.5000512,54.29175627,23.08523426,3.162455197,13.95751408,23.08458781,10.56022145,45.76433692,17.39978239,22.6797491,6.839560932,4,1,4048,0.324405955
781,7832,1,339489,627448,4632455,27,390,27,0,0,0,0,1,0.57,32961,56.3,0.922849462,0.689042499,-19.13422939,-23.63297491,9.093996416,-2.560663082,17.03655914,-1.62077573,618.5443548,261.614881,28.74767025,18.5531234,34.17302867,19.52480159,54.38700717,23.11514337,3.09202509,13.98794803,23.14973118,10.58468382,45.79964158,17.42713134,22.64991039,6.842447517,4,0,4063,0.222577779
782,7835,1,339522,628438,4632455,12,382,12,0,0,0,0,1,1.63,32991,29.05,0.912007169,0.683576549,-18.96353047,-23.36703149,8.931362007,-2.461386329,17.02571685,-1.623265489,610.1739247,263.8178315,28.78862007,18.57478879,34.22491039,19.54635817,54.47150538,23.1422555,3.100268817,14.0015681,23.190681,10.61190476,45.8515233,17.46528418,22.66084229,6.853379416,4,0,4064,0.062901849
783,7846,1,340082,626908,4632485,148,16,16,0,0,1,0,1,3.02,32991,299.93,0.912007169,0.683576549,-18.87956989,-23.41676907,9.015322581,-2.511123912,17.0311828,-1.617978751,608.7350358,263.6370776,28.78844086,18.56116872,34.21666667,19.53571429,54.44417563,23.12883385,3.116487455,13.98506144,23.1796595,10.60106247,45.84327957,17.45166411,22.66362007,6.850601639,3,1,4074,0.25052925
784,7850,1,340099,627418,4632485,12,363,12,0,0,0,0,1,0.57,32961,56.3,0.922849462,0.689042499,-19.13422939,-23.63297491,9.093996416,-2.560663082,17.03655914,-1.62077573,618.5443548,261.614881,28.74767025,18.5531234,34.17302867,19.52480159,54.38700717,23.11514337,3.09202509,13.98794803,23.14973118,10.58468382,45.79964158,17.42713134,22.64991039,6.842447517,4,0,4063,0.222577779
785,7920,1,341341,628018,4632545,5,427,5,0,0,0,0,1,0.57,32991,56.3,0.922849462,0.689042499,-19.24811828,-23.55875576,8.980107527,-2.486443932,17.02831541,-1.626043267,618.5443548,261.614881,28.77491039,18.56645545,34.20591398,19.5437788,54.44435484,23.13689836,3.089336918,13.99601255,23.18530466,10.61190476,45.83790323,17.45704045,22.65259857,6.845135689,4,0,4062,0.222577779
786,7925,1,341399,629758,4632545,17,206,17,1,0,1,0,1,4.93,32991,86.3,0.92016129,0.691730671,-19.41155914,-23.4984511,8.733333333,-2.34280594,17.0203405,-1.623265489,616.9520609,260.7763505,28.82392473,18.57736815,34.265681,19.56006784,54.53405018,23.15039043,3.102956989,14.00425627,23.22858423,10.6281234,45.8922043,17.48428059,22.66362007,6.856157194,99,1,4041,0.467733833
787,7926,1,341400,629788,4632545,13,233,13,0,0,0,0,1,4.93,32991,86.3,0.92016129,0.691730671,-19.41155914,-23.4984511,8.733333333,-2.34280594,17.0203405,-1.623265489,616.9520609,260.7763505,28.82392473,18.57736815,34.265681,19.56006784,54.53405018,23.15039043,3.102956989,14.00425627,23.22858423,10.6281234,45.8922043,17.48428059,22.66362007,6.856157194,99,0,4030,0.467733833
788,7931,1,341785,623008,4632575,122,1787,122,1,0,0,0,1,2.23,33034,4.08,0.912007169,0.683576549,-18.70358423,-23.52448797,9.191308244,-2.618842806,17.06102151,-1.634306196,604.0610215,265.3422363,28.81827957,18.53351255,34.23835125,19.51065668,54.41962366,23.11223758,3.20062724,13.95998464,23.14713262,10.58735279,45.85421147,17.43524706,22.70707885,6.847894265,4,1,4039,0.00126716
789,7937,1,341912,626818,4632575,88,134,88,0,0,1,0,1,1.24,33016,309.8,0.92016129,0.691730671,-19.23270609,-23.6062788,8.91218638,-2.450633641,17.03396057,-1.625665643,614.8655914,262.5368856,28.83198925,18.56363927,34.26836918,19.54078341,54.50949821,23.1421467,3.143727599,13.98495264,23.21218638,10.61968126,45.8921147,17.46777394,22.67992832,6.848092678,2,1,4047,0.179945186
790,7953,1,342397,623038,4632605,116,1785,116,1,0,0,0,1,2.23,33034,4.08,0.912007169,0.683576549,-18.70358423,-23.52448797,9.191308244,-2.618842806,17.06102151,-1.634306196,604.0610215,265.3422363,28.81827957,18.53351255,34.23835125,19.51065668,54.41962366,23.11223758,3.20062724,13.95998464,23.14713262,10.58735279,45.85421147,17.43524706,22.70707885,6.847894265,3,1,4040,0.00126716
791,7967,1,343003,622888,4632635,9,1917,9,0,0,1,0,1,0.6,33034,293.19,0.922849462,0.689042499,-19.09390681,-23.64978879,9.134318996,-2.577476959,17.06370968,-1.631618024,619.0333333,261.4080965,28.84274194,18.5389785,34.26818996,19.51074629,54.45501792,23.11490655,3.225089606,13.96545059,23.16075269,10.59559652,45.87320789,17.44886713,22.7124552,6.853270609,99,1,4039,0.303109298
792,7969,1,343005,622948,4632635,39,1872,39,0,0,1,0,1,0.6,33034,293.19,0.922849462,0.689042499,-19.09390681,-23.64978879,9.134318996,-2.577476959,17.06370968,-1.631618024,619.0333333,261.4080965,28.84274194,18.5389785,34.26818996,19.51074629,54.45501792,23.11490655,3.225089606,13.96545059,23.16075269,10.59559652,45.87320789,17.44886713,22.7124552,6.853270609,3,1,4040,0.303109298
793,7982,1,343232,629758,4632635,5,185,5,1,0,1,0,1,1.25,33034,71.56,0.922849462,0.689042499,-19.68763441,-23.29644777,8.540591398,-2.224135945,17.00125448,-1.62593446,617.8138889,261.7892857,28.89202509,18.58808244,34.33655914,19.56800435,54.63207885,23.17174859,3.141129032,14.00970302,23.28315412,10.6608999,45.96039427,17.51974526,22.67724014,6.858845366,99,1,4037,0.34184429
794,7985,1,343616,622948,4632665,14,1892,14,0,0,1,0,1,0.6,33034,293.19,0.922849462,0.689042499,-19.09390681,-23.64978879,9.134318996,-2.577476959,17.06370968,-1.631618024,619.0333333,261.4080965,28.84274194,18.5389785,34.26818996,19.51074629,54.45501792,23.11490655,3.225089606,13.96545059,23.16075269,10.59559652,45.87320789,17.44886713,22.7124552,6.853270609,99,1,4039,0.303109298
795,7996,1,344308,625378,4632695,14,30,14,0,0,0,0,1,1.35,33034,315,0.912007169,0.683576549,-18.89605735,-23.40841654,8.998835125,-2.502771377,17.04740143,-1.628929852,613.6646953,262.8504608,28.8265233,18.55817332,34.24928315,19.53262929,54.47410394,23.13112519,3.165412186,13.97928827,23.18521505,10.60643881,45.87320789,17.45424347,22.68799283,6.84780466,2,0,4046,0.146446643
796,8005,1,344449,629608,4632695,27,67,27,0,0,1,0,1,4.61,32991,40.81,0.898387097,0.680709165,-18.73405018,-23.1733807,8.744175627,-2.351068868,17.02302867,-1.625953661,593.7137097,267.3812212,28.82123656,18.58005632,34.26299283,19.56275602,54.53136201,23.1530786,3.102956989,14.00425627,23.22589606,10.63081157,45.88951613,17.48696877,22.66362007,6.856157194,99,1,4045,0.121559496
797,8020,1,345054,629428,4632725,17,107,17,0,0,1,0,1,2.66,32991,342.64,0.912007169,0.683576549,-19.21854839,-23.21264081,8.676344086,-2.306995648,17.01209677,-1.628712238,601.5668459,265.9722414,28.8594086,18.58819124,34.30116488,19.56551459,54.58584229,23.16676907,3.124820789,14.00683564,23.25600358,10.64736943,45.93046595,17.50343702,22.67446237,6.856067588,99,1,4039,0.022775582
798,8031,1,345527,625288,4632755,12,30,12,0,0,0,0,1,1.01,33034,308.65,0.92016129,0.691730671,-19.25188172,-23.5952381,8.893010753,-2.439592934,17.03655914,-1.634395801,616.0800179,262.2232911,28.86469534,18.56630824,34.29811828,19.53798643,54.5312724,23.14481567,3.18172043,13.98484383,23.22051971,10.63099078,45.91120072,17.48148362,22.690681,6.850492832,99,0,4039,0.187719354
799,8054,1,346751,625348,4632815,57,20,20,0,0,1,0,1,0.85,33034,338.19,0.92016129,0.691730671,-19.25725806,-23.59254992,8.887634409,-2.436904762,17.03655914,-1.634395801,614.9581541,262.5692652,28.86469534,18.56630824,34.29811828,19.53798643,54.5312724,23.14481567,3.18172043,13.98484383,23.22051971,10.63099078,45.91120072,17.48148362,22.690681,6.850492832,2,1,4041,0.03578952
800,8055,1,346752,625378,4632815,71,12,12,0,0,1,0,1,0.85,33034,338.19,0.92016129,0.691730671,-19.25725806,-23.59254992,8.887634409,-2.436904762,17.03655914,-1.634395801,614.9581541,262.5692652,28.86469534,18.56630824,34.29811828,19.53798643,54.5312724,23.14481567,3.18172043,13.98484383,23.22051971,10.63099078,45.91120072,17.48148362,22.690681,6.850492832,2,1,4042,0.03578952
801,8059,1,347296,623368,4632845,60,1755,60,0,0,1,0,1,0.79,33064,53.13,0.92016129,0.691730671,-19.10537634,-23.68078597,9.039516129,-2.525140809,17.05555556,-1.636795955,617.3327957,261.9149258,28.85645161,18.55240015,34.27912186,19.52676651,54.48763441,23.12823861,3.21702509,13.96545059,23.18512545,10.61699309,45.89489247,17.46757553,22.70976703,6.850582437,99,1,4040,0.199999279
802,8063,1,347422,627148,4632845,165,399,165,0,0,1,0,1,0.81,32991,299.05,0.92016129,0.691730671,-19.14587814,-23.65572837,8.999014337,-2.500083205,17.03387097,-1.620666923,617.8703405,261.7543075,28.78575269,18.56385689,34.2139785,19.53840246,54.44417563,23.12883385,3.113799283,13.98774962,23.17697133,10.60375064,45.8405914,17.45435228,22.66362007,6.850601639,3,1,4059,0.257213696
803,8066,1,347902,623218,4632875,43,1866,43,0,0,1,0,1,0.57,33034,56.3,0.922849462,0.689042499,-19.14802867,-23.62759857,9.080197133,-2.555286738,17.06102151,-1.634306196,618.5145161,261.5904186,28.84274194,18.54704301,34.26818996,19.5188108,54.45770609,23.12565924,3.21702509,13.96545059,23.1688172,10.60366103,45.87858423,17.45424347,22.70976703,6.850582437,99,1,4040,0.222577779
804,8073,1,347913,623548,4632875,40,1689,40,0,0,1,0,1,0.56,33064,45,0.922849462,0.689042499,-19.23763441,-23.56701869,8.990591398,-2.494706861,17.05008961,-1.631330005,617.925,261.7595366,28.86998208,18.54962238,34.29551971,19.52685612,54.51487455,23.13379416,3.219713262,13.96813876,23.19883513,10.61977087,45.90860215,17.4703533,22.70976703,6.850582437,99,1,4038,0.146446605
805,8087,1,348524,623548,4632905,67,1715,67,0,0,1,0,1,0.33,33064,45,0.922849462,0.689042499,-19.24301075,-23.56433052,8.985215054,-2.492018689,17.05008961,-1.631330005,619.1013441,261.4296531,28.87275986,18.55240015,34.29551971,19.52685612,54.51765233,23.13657194,3.219713262,13.96813876,23.19883513,10.61977087,45.90860215,17.4703533,22.70976703,6.850582437,99,1,4037,0.146446605
806,8089,1,349121,623128,4632935,20,1969,20,0,0,1,0,1,0,33034,0,0.922849462,0.689042499,-19.14265233,-23.63028674,9.085573477,-2.55797491,17.06102151,-1.634306196,620.8590502,260.9501344,28.84274194,18.54704301,34.26818996,19.5188108,54.45770609,23.12565924,3.21702509,13.96545059,23.1688172,10.60366103,45.87858423,17.45424347,22.70976703,6.850582437,99,1,4038,0
807,8099,1,349735,623218,4632965,47,1939,47,0,0,1,0,1,0.47,33034,90,0.922849462,0.689042499,-19.15071685,-23.62491039,9.077508961,-2.552598566,17.06102151,-1.634306196,620.8699821,260.9500256,28.84274194,18.54704301,34.26818996,19.5188108,54.45770609,23.12565924,3.21702509,13.96545059,23.1688172,10.60366103,45.87858423,17.45424347,22.70976703,6.850582437,99,1,4038,0.499999987
808,8108,1,351723,627868,4633055,42,520,42,0,0,1,0,1,0.78,33034,45,0.92016129,0.691730671,-19.44148746,-23.49038658,8.703405018,-2.334741423,17.00125448,-1.62593446,616.7649642,262.0976639,28.88924731,18.58530466,34.32831541,19.56531618,54.61577061,23.16934844,3.146505376,14.00117128,23.28046595,10.65821173,45.95492832,17.51427931,22.67446237,6.856067588,99,1,4035,0.146446605
809,8116,1,354773,627718,4633205,126,707,126,0,0,1,0,1,0.9,32991,74.74,0.922849462,0.689042499,-19.44354839,-23.44815028,8.784677419,-2.375838454,17.01227599,-1.62046851,619.1094982,261.4324309,28.85394265,18.58272529,34.29560932,19.56264721,54.56129032,23.15852535,3.138351255,14.00136969,23.2531362,10.64181388,45.92759857,17.49788146,22.67446237,6.856067588,99,1,4037,0.368400191
810,8117,1,354774,627748,4633205,135,679,135,0,0,1,0,1,0.6,33034,66.8,0.922849462,0.689042499,-19.52213262,-23.40436508,8.70609319,-2.332053251,17.00125448,-1.62593446,619.1311828,261.4487391,28.88646953,18.58808244,34.32831541,19.56531618,54.60752688,23.17203661,3.149193548,13.9984831,23.28046595,10.65821173,45.95492832,17.51427931,22.67446237,6.856067588,99,1,4036,0.303029036
811,8121,1,358648,633988,4633385,360,544,360,1,0,0,0,1,13.58,32687,133.13,0.971953405,0.689112903,-20.73082437,-23.56171275,8.997401434,-2.489400922,17.05286738,-1.623463902,675.2267921,236.1799539,28.54650538,18.54859831,33.96102151,19.51481055,54.14767025,23.09155146,2.929032258,13.9969342,23.02195341,10.53310932,45.59569893,17.35677803,22.57374552,6.823668715,99,1,4145,0.841827982
812,8125,1,359243,633508,4633415,141,505,141,1,0,0,0,1,7.97,32930,292.75,0.892921147,0.675243216,-18.48548387,-23.05643241,8.826075269,-2.40078725,17.02849462,-1.620487711,594.1453405,264.5263057,28.72876344,18.56138633,34.16218638,19.53306452,54.40071685,23.12627368,3.05125448,13.99363159,23.16048387,10.58708397,45.79417563,17.42704173,22.63369176,6.839957757,99,1,4050,0.306644559
813,8126,1,359260,634018,4633415,317,533,317,1,0,0,0,1,13.58,32687,133.13,0.971953405,0.689112903,-20.73082437,-23.56171275,8.997401434,-2.489400922,17.05286738,-1.623463902,675.2267921,236.1799539,28.54650538,18.54859831,33.96102151,19.51481055,54.14767025,23.09155146,2.929032258,13.9969342,23.02195341,10.53310932,45.59569893,17.35677803,22.57374552,6.823668715,99,1,4137,0.841827982
814,8139,1,364742,633508,4633685,19,290,19,1,0,0,0,1,14.73,32747,273.33,0.890143369,0.66171275,-18.29892473,-22.70321301,8.929301075,-2.464234511,17.05017921,-1.620487711,600.1247312,255.430786,28.61164875,18.55069124,34.0344086,19.51977087,54.23467742,23.1047555,2.980555556,13.98838326,23.07087814,10.55726447,45.66639785,17.38639913,22.59551971,6.829134665,99,1,4073,0.470956666
815,8154,1,366593,634048,4633775,74,326,74,0,0,1,0,1,9.16,33007,87.03,0.903853047,0.675422427,-18.95725806,-22.99016897,8.687634409,-2.33452381,17.01774194,-1.623355095,607.2508065,256.4924539,28.83485663,18.57199181,34.27921147,19.54922555,54.55026882,23.1422363,3.111200717,13.99619176,23.23387097,10.63090118,45.90026882,17.47890425,22.66639785,6.848003072,99,1,4073,0.474093453
816,8159,1,369033,633928,4633895,96,190,96,0,0,0,0,1,20.66,32380,61.64,0.800358423,0.629134665,-15.25268817,-21.84416283,9.228225807,-2.607872504,17.1046595,-1.623393497,528.1,261.8290195,28.28243728,18.521851,33.67795699,19.48817204,53.78566308,23.05428827,2.771236559,13.99201229,22.83396057,10.45662442,45.33154122,17.25327061,22.49758065,6.796646185,99,0,4147,0.262495001
817,8162,1,369643,633898,4633925,105,163,105,0,0,1,0,1,20.66,32380,61.64,0.800358423,0.629134665,-15.25268817,-21.84416283,9.228225807,-2.607872504,17.1046595,-1.623393497,528.1,261.8290195,28.28243728,18.521851,33.67795699,19.48817204,53.78566308,23.05428827,2.771236559,13.99201229,22.83396057,10.45662442,45.33154122,17.25327061,22.49758065,6.796646185,99,1,4149,0.262495001
818,8170,1,371474,633838,4634015,122,119,119,1,0,0,0,1,16.65,32778,58.67,0.827598566,0.64562212,-16.43655914,-22.16740271,8.877688172,-2.431112391,17.04471326,-1.62577445,538.8882617,266.6659306,28.63351255,18.5562468,34.05349462,19.52792499,54.25922939,23.11299923,2.988709677,13.99116103,23.08718638,10.56801715,45.68817204,17.39724142,22.60098566,6.82922427,99,1,4111,0.240016775
819,8181,1,376973,633838,4634285,56,184,56,1,0,0,0,1,4.83,32961,113.19,0.93655914,0.691820277,-19.93010753,-23.50129928,8.714784946,-2.345654122,17.02571685,-1.623265489,633.2670251,256.3607975,28.75322581,18.57211982,34.18951613,19.54110983,54.43342294,23.134319,3.064874552,13.99889913,23.18234767,10.60357143,45.82141577,17.44890553,22.6390681,6.845334101,99,1,4074,0.696890727
820,8183,1,378178,633328,4634345,395,418,395,1,0,0,0,1,1.15,32991,285.94,0.922849462,0.689042499,-19.56783154,-23.3874424,8.660394265,-2.315130568,17.02043011,-1.623067076,618.4166667,261.5857655,28.82948029,18.57754736,34.26845878,19.54624936,54.52598566,23.14770225,3.124731183,13.99330517,23.22311828,10.62254864,45.8922043,17.47323989,22.66908602,6.850691244,99,1,4049,0.362684754
821,8195,1,381234,633358,4634495,474,481,474,1,0,1,0,1,1.1,32991,291.03,0.92016129,0.691730671,-19.48449821,-23.47077573,8.660394265,-2.315130568,17.02043011,-1.623067076,617.8435484,261.7546851,28.82948029,18.57754736,34.26845878,19.54624936,54.52329749,23.15039043,3.124731183,13.99330517,23.22311828,10.62254864,45.8922043,17.47323989,22.66908602,6.850691244,99,1,4047,0.32057168
822,8196,1,381248,633778,4634495,125,344,125,1,0,1,0,1,4.96,32870,97.35,0.92562724,0.686264721,-19.54238351,-23.36497696,8.769175627,-2.375998464,17.02867384,-1.617799539,623.9859319,258.8751152,28.69874552,18.56427291,34.12697133,19.53863927,54.34901434,23.12629288,3.029569893,13.99631976,23.14139785,10.58728239,45.76155914,17.42715054,22.62016129,6.839868152,99,1,4084,0.563965061
823,8200,1,381841,633238,4634525,581,591,581,0,0,1,0,1,0.81,32991,299.05,0.922849462,0.689042499,-19.59498208,-23.3764913,8.633243728,-2.304179467,17.01774194,-1.61500256,617.8951613,261.7791283,28.84301075,18.58014593,34.28198925,19.54902714,54.54498208,23.15039043,3.127419355,13.99599334,23.23396057,10.62263825,45.90573477,17.47601767,22.67177419,6.853379416,99,1,4042,0.257213696
824,8221,1,384285,633238,4634645,665,672,665,1,0,1,0,1,0.78,33007,315,0.92016129,0.691730671,-19.53064516,-23.45147209,8.614247312,-2.295826933,17.00672043,-1.62046851,616.7324373,262.1006592,28.85663082,18.58003712,34.30116488,19.55727087,54.56137993,23.15843574,3.141129032,13.99877112,23.25600358,10.6391257,45.93046595,17.49519329,22.67446237,6.856067588,99,1,4041,0.146446643
825,8227,1,384303,633778,4634645,132,491,132,0,0,1,0,1,2.86,32991,93.17,0.922849462,0.689042499,-19.55958781,-23.39013057,8.668637993,-2.31781874,17.02571685,-1.623265489,621.3387097,260.4320213,28.79130824,18.57210061,34.23306452,19.54358039,54.48781362,23.1422555,3.094802867,13.99610215,23.20421147,10.61450333,45.85967742,17.4625064,22.65546595,6.848003072,99,1,4075,0.527649344
826,8243,1,385525,633778,4634705,134,550,134,0,0,1,0,1,2.81,32991,98.13,0.922849462,0.689042499,-19.56227599,-23.3874424,8.665949821,-2.315130568,17.02571685,-1.623265489,623.1081541,260.1266065,28.79130824,18.57210061,34.23306452,19.54655658,54.48781362,23.1452317,3.094802867,13.99610215,23.20421147,10.61450333,45.85967742,17.4625064,22.65546595,6.848003072,99,1,4069,0.570709779
827,5,2,8112,620998,4616195,4,282,4,1,0,0,0,1,0.87,26968,174.8,0.805824373,0.626536098,-7.134856631,-26.40077445,17.51272401,-7.24781746,18.0077957,-1.61015105,626.9680108,259.3263505,23.13315412,17.61632745,28.03073477,18.50762929,46.26648746,21.8108871,-0.01890681,13.4297427,19.0405914,8.654077061,40.15456989,14.84511009,21.1139785,6.191033026,99,1,5308,0.997942197
828,49,2,26374,618958,4617095,600,13,13,0,1,0,0,1,0.65,28004,165.96,0.819444444,0.63717998,-7.953405018,-26.62933948,17.11084229,-7.143049155,17.89632617,-1.620647721,624.9844982,259.8990079,24.12356631,17.74706221,29.08646953,18.64898874,47.59982079,21.99539171,0.631272401,13.50670763,19.63915771,8.934101383,41.07168459,15.24446365,21.43252688,6.310362263,11,1,5121,0.985063292
829,79,2,29448,619528,4617245,1004,455,455,0,1,0,0,1,0.96,27791,189.46,0.816756272,0.634491808,-7.848207885,-26.53518305,17.13270609,-7.132226062,17.90716846,-1.615290579,627.6698925,259.1008897,23.93046595,17.72594086,28.87697133,18.62777778,47.3359319,21.96057988,0.500716846,13.49630056,19.53028674,8.879749104,40.89202509,15.1656682,21.36173835,6.285919099,10,1,5147,0.993200298
830,103,2,31527,626908,4617335,496,28,28,1,0,0,0,1,11.44,30704,116.91,0.893100358,0.664490527,-13.23010753,-25.89574373,14.08413979,-5.576120072,17.37132617,-1.593868408,648.3374552,244.7551331,26.64901434,18.13858807,31.88664875,19.06957245,51.40645161,22.50038403,1.872759857,13.77930108,21.55761649,9.787218382,43.58942652,16.36663467,22.03181004,6.579416283,4,1,4548,0.72629516
831,110,2,34337,619558,4617485,1209,644,644,1,1,0,0,1,1.06,27730,192.99,0.813978495,0.63171403,-7.75672043,-26.4436956,17.14086022,-7.124071941,17.91263441,-1.620756528,627.3420251,258.0498016,23.87598566,17.72049411,28.82535842,18.61964286,47.26514337,21.95255376,0.468100358,13.49103303,19.49758065,8.868727599,40.84301075,15.1437148,21.34543011,6.274987199,8,1,5149,0.987204662
832,122,2,36169,619528,4617575,1267,659,659,0,1,0,0,1,10.31,27663,128.18,0.841218638,0.637269585,-8.497939068,-26.65703405,17.23297491,-7.170743728,17.93978495,-1.617799539,659.4388889,244.6230735,23.76164875,17.7046211,28.69462366,18.60368024,47.09641577,21.93132361,0.405376344,13.48031874,19.41335125,8.833352535,40.73145161,15.10029442,21.31810036,6.266941884,8,1,5152,0.809067006
833,125,2,36780,619528,4617605,1292,675,675,0,1,0,0,1,6.36,27663,120.71,0.827688172,0.634491808,-8.094802867,-26.55988223,17.21944444,-7.156925243,17.93996416,-1.617978751,641.4939068,252.8899194,23.77258065,17.70720046,28.70824373,18.60654762,47.11272401,21.93390297,0.41639785,13.48040835,19.42688172,8.841685868,40.74775986,15.10584997,21.32087814,6.264164107,8,1,5156,0.755346476
